date_time,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,hour,day_of_week,day_of_week_num,month,year,is_weekend,day_type,is_peak_hour,traffic_period,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,is_holiday,temp_scaled,clouds_all_scaled,traffic_volume_scaled,congestion_category
2012-10-03 03:00:00,1,0,0,0,0,0,0,0,0,0,0,,281.09,0.0,0.0,1,367,3,Wednesday,2,10,2012,False,Weekday,False,Off-peak,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,-0.022337465280235346,-1.116735074925884,-1.4730402963340143,Low
2012-10-03 04:00:00,1,0,0,0,0,0,0,0,0,0,0,,279.53,0.0,0.0,1,814,4,Wednesday,2,10,2012,False,Weekday,False,Off-peak,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,-0.14147947265619767,-1.116735074925884,-1.2478256141344737,Low
2012-10-03 05:00:00,1,0,0,0,0,0,0,0,0,0,0,,278.62,0.0,0.0,1,2718,5,Wednesday,2,10,2012,False,Weekday,False,Off-peak,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,-0.21097897695883985,-1.116735074925884,-0.28852191187960624,Medium
2012-10-03 06:00:00,1,0,0,0,0,0,0,0,0,0,0,,278.23,0.0,0.0,1,5673,6,Wednesday,2,10,2012,False,Weekday,False,Off-peak,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,-0.24076447880282933,-1.116735074925884,1.2003134033321232,Severe
2012-10-03 08:00:00,1,0,0,0,0,0,0,0,0,0,0,,278.12,0.0,0.0,1,6511,8,Wednesday,2,10,2012,False,Weekday,True,Peak,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0,-0.24916551778446874,-1.116735074925884,1.6225279529590029,Severe
2012-10-03 09:00:00,1,0,0,0,0,0,0,0,0,0,0,,282.48,0.0,0.0,1,5471,9,Wednesday,2,10,2012,False,Weekday,True,Peak,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0,0.0838211182150163,-1.116735074925884,1.098538535760966,Severe
2012-10-03 12:00:00,1,0,0,0,0,0,0,0,0,0,0,,291.97,0.0,0.0,1,5097,12,Wednesday,2,10,2012,False,Weekday,False,Off-peak,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0.8086016630854534,-1.116735074925884,0.9101038799609029,Severe
2012-10-03 13:00:00,1,0,0,0,0,0,0,0,0,0,0,,293.23,0.0,0.0,1,4887,13,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0.9048317459660377,-1.116735074925884,0.8042983245651455,High
2012-10-03 14:00:00,1,0,0,0,0,0,0,0,0,0,0,,294.31,0.0,0.0,1,5337,14,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0.9873146741493948,-1.116735074925884,1.0310245146989114,Severe
2012-10-03 15:00:00,1,0,0,0,0,0,0,0,0,0,0,,295.17,0.0,0.0,1,5692,15,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,1.0529955243694775,-1.116735074925884,1.209886286915549,Severe
2012-10-03 16:00:00,1,0,0,0,0,0,0,0,0,0,0,,295.13,0.0,0.0,1,6137,16,Wednesday,2,10,2012,False,Weekday,True,Peak,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1.0499406011034258,-1.116735074925884,1.4340932971589397,Severe
2012-10-03 18:00:00,0,1,0,0,0,0,0,0,0,0,0,,293.66,0.0,0.0,20,4623,18,Wednesday,2,10,2012,False,Weekday,True,Peak,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0.937672171076079,-0.6255689175546535,0.6712856263533361,High
2012-10-03 19:00:00,0,1,0,0,0,0,0,0,0,0,0,,290.65,0.0,0.0,20,3591,19,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0,0.7077891953057893,-0.6255689175546535,0.15132689697989965,High
2012-10-03 20:00:00,0,1,0,0,0,0,0,0,0,0,0,,288.19,0.0,0.0,20,2898,20,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0.5199114144436967,-0.6255689175546535,-0.19783143582609988,Medium
2012-10-03 21:00:00,1,0,0,0,0,0,0,0,0,0,0,,287.1,0.0,0.0,1,2637,21,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0.43666475544382766,-1.116735074925884,-0.32933262610368413,Medium
2012-10-03 22:00:00,1,0,0,0,0,0,0,0,0,0,0,,286.25,0.0,0.0,1,1777,22,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0.3717476360402568,-1.116735074925884,-0.7626315672482146,Medium
2012-10-03 23:00:00,1,0,0,0,0,0,0,0,0,0,0,,285.26,0.0,0.0,1,1015,23,Wednesday,2,10,2012,False,Weekday,False,Off-peak,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0.2961382852055109,-1.116735074925884,-1.1465545825413914,Low
2012-10-04 00:00:00,1,0,0,0,0,0,0,0,0,0,0,,284.55,0.0,0.0,1,598,0,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0.24191339723311941,-1.116735074925884,-1.3566541853986813,Low
2012-10-04 01:00:00,1,0,0,0,0,0,0,0,0,0,0,,283.47,0.0,0.0,1,369,1,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0.1594304690497622,-1.116735074925884,-1.4720326243778643,Low
2012-10-04 02:00:00,1,0,0,0,0,0,0,0,0,0,0,,283.17,0.0,0.0,1,312,2,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0.136518544554384,-1.116735074925884,-1.5007512751281413,Low
2012-10-04 03:00:00,1,0,0,0,0,0,0,0,0,0,0,,282.04,0.0,0.0,1,367,3,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,0.050216962288463035,-1.116735074925884,-1.4730402963340143,Low
2012-10-04 04:00:00,1,0,0,0,0,0,0,0,0,0,0,,281.69,0.0,0.0,1,835,4,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0.02348638371052107,-1.116735074925884,-1.2372450585948978,Low
2012-10-04 05:00:00,1,0,0,0,0,0,0,0,0,0,0,,281.32,0.0,0.0,1,2726,5,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,-0.004771656500444663,-1.116735074925884,-0.28449122405500593,Medium
2012-10-04 06:00:00,1,0,0,0,0,0,0,0,0,0,0,,280.74,0.0,0.0,1,5689,6,Thursday,3,10,2012,False,Weekday,False,Off-peak,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,-0.04906804385817297,-1.116735074925884,1.208374778981324,Severe
2012-10-04 07:00:00,1,0,0,0,0,0,0,0,0,0,0,,280.57,0.0,0.0,1,6990,7,Thursday,3,10,2012,False,Weekday,True,Peak,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,-0.06205146773888801,-1.116735074925884,1.863865386456945,Severe
2012-10-04 08:00:00,1,0,0,0,0,0,0,0,0,0,0,,281.86,0.0,0.0,1,5985,8,Thursday,3,10,2012,False,Weekday,True,Peak,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0,0.03646980759123611,-1.116735074925884,1.3575102284915344,Severe
2012-10-04 09:00:00,1,0,0,0,0,0,0,0,0,0,0,,284.98,0.0,0.0,1,5309,9,Thursday,3,10,2012,False,Weekday,True,Peak,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0,0.2747538223431608,-1.116735074925884,1.0169171073128105,Severe
2012-10-04 10:00:00,1,0,0,0,0,0,0,0,0,0,0,,289.18,0.0,0.0,1,4603,10,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0.5955207652784427,-1.116735074925884,0.6612089067918354,High
2012-10-04 11:00:00,1,0,0,0,0,0,0,0,0,0,0,,291.55,0.0,0.0,1,4884,11,Thursday,3,10,2012,False,Weekday,False,Off-peak,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0,0.776524968791924,-1.116735074925884,0.8027868166309204,High
2012-10-04 12:00:00,1,0,0,0,0,0,0,0,0,0,0,,294.97,0.0,0.0,1,5104,12,Thursday,3,10,2012,False,Weekday,False,Off-peak,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,1.037720908039227,-1.116735074925884,0.9136307318074282,Severe
2012-10-04 13:00:00,1,0,0,0,0,0,0,0,0,0,0,,296.38,0.0,0.0,1,5178,13,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,1.145406953167498,-1.116735074925884,0.9509145941849808,Severe
2012-10-04 14:00:00,1,0,0,0,0,0,0,0,0,0,0,,297.32,0.0,0.0,1,5501,14,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1.2171976499196802,-1.116735074925884,1.1136536151032173,Severe
2012-10-04 15:00:00,1,0,0,0,0,0,0,0,0,0,0,,298.17,0.0,0.0,1,5713,15,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,1.2821147693232509,-1.116735074925884,1.2204668424551248,Severe
2012-10-04 16:00:00,0,1,0,0,0,0,0,0,0,0,0,,298.06,0.0,0.0,20,6292,16,Thursday,3,10,2012,False,Weekday,True,Peak,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1.2737137303416115,-0.6255689175546535,1.5121878737605703,Severe
2012-10-04 17:00:00,0,1,0,0,0,0,0,0,0,0,0,,297.67,0.0,0.0,20,6057,17,Thursday,3,10,2012,False,Weekday,True,Peak,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,1.243928228497622,-0.6255689175546535,1.393786418912937,Severe
2012-10-04 18:00:00,0,1,0,0,0,0,0,0,0,0,0,,296.36,0.0,0.0,40,4907,18,Thursday,3,10,2012,False,Weekday,True,Peak,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1.143879491534474,-0.10855190979546338,0.8143750441266462,High
2012-10-04 19:00:00,0,1,0,0,0,0,0,0,0,0,0,,293.85,0.0,0.0,40,3503,19,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0.9521830565898178,-0.10855190979546338,0.10698933090929653,High
2012-10-04 20:00:00,0,1,0,0,0,0,0,0,0,0,0,,292.43,0.0,0.0,40,3037,20,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0.8437332806450305,-0.10855190979546338,-0.12779823487366995,Medium
2012-10-04 21:00:00,0,1,0,0,0,0,0,0,0,0,0,,291.77,0.0,0.0,75,2822,21,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0.7933270467551985,0.7962278537831192,-0.23612297015980258,Medium
2012-10-04 22:00:00,0,1,0,0,0,0,0,0,0,0,0,,291.36,0.0,0.0,75,1992,22,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0.7620140832781852,0.7962278537831192,-0.654306831962082,Medium
2012-10-04 23:00:00,0,1,0,0,0,0,0,0,0,0,0,,291.12,0.0,0.0,75,1166,23,Thursday,3,10,2012,False,Weekday,False,Off-peak,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0.7436845436818826,0.7962278537831192,-1.0704753498520612,Low
2012-10-05 00:00:00,0,1,0,0,0,0,0,0,0,0,0,,290.63,0.0,0.0,75,627,0,Friday,4,10,2012,False,Weekday,False,Off-peak,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0.7062617336727656,0.7962278537831192,-1.3420429420345052,Low
2012-10-05 01:00:00,0,1,0,0,0,0,0,0,0,0,0,,290.46,0.0,0.0,40,388,1,Friday,4,10,2012,False,Weekday,False,Off-peak,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0.6932783097920505,-0.10855190979546338,-1.4624597407944386,Low
2012-10-05 03:00:00,1,0,0,0,0,0,0,0,0,0,0,,289.26,0.0,0.0,0,368,3,Friday,4,10,2012,False,Weekday,False,Off-peak,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,0.6016306118105421,-1.1425859253138435,-1.4725364603559394,Low
2012-10-05 05:00:00,0,1,0,0,0,0,0,0,0,0,0,,283.21,0.0,0.0,75,2489,5,Friday,4,10,2012,False,Weekday,False,Off-peak,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,0.13957346782043153,0.7962278537831192,-0.40390035085878934,Medium
2012-10-05 06:00:00,0,1,0,0,0,0,0,0,0,0,0,,282.24,0.0,0.0,90,5537,6,Friday,4,10,2012,False,Weekday,False,Off-peak,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0.06549157861871373,1.1839906096025117,1.1317917103139186,Severe
2012-10-05 07:00:00,0,1,0,0,0,0,0,0,0,0,0,,281.69,0.0,0.0,90,6628,7,Friday,4,10,2012,False,Weekday,True,Peak,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0.02348638371052107,1.1839906096025117,1.681476762393782,Severe
2012-10-05 08:00:00,0,1,0,0,0,0,0,0,0,0,0,,280.57,0.0,0.0,90,5534,8,Friday,4,10,2012,False,Weekday,True,Peak,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,-0.06205146773888801,1.1839906096025117,1.1302802023796934,Severe
2012-10-05 09:00:00,0,1,0,0,0,0,0,0,0,0,0,,280.02,0.0,0.0,75,5403,9,Friday,4,10,2012,False,Weekday,True,Peak,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0,-0.10405666264708067,0.7962278537831192,1.0642776892518637,Severe
2012-10-05 10:00:00,0,1,0,0,0,0,0,0,0,0,0,,280.11,0.0,0.0,75,4770,10,Friday,4,10,2012,False,Weekday,False,Off-peak,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,-0.09718308529846503,0.7962278537831192,0.7453495151303664,High
2012-10-05 11:00:00,0,1,0,0,0,0,0,0,0,0,0,,280.0,0.0,0.0,90,5217,11,Friday,4,10,2012,False,Weekday,False,Off-peak,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,-0.10558412428010444,1.1839906096025117,0.9705641973299072,Severe
2012-10-05 12:00:00,0,1,0,0,0,0,0,0,0,0,0,,280.53,0.0,0.0,90,5870,12,Friday,4,10,2012,False,Weekday,False,Off-peak,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,-0.06510639100493988,1.1839906096025117,1.2995690910129052,Severe
2012-10-05 13:00:00,0,1,0,0,0,0,0,0,0,0,0,,281.43,0.0,0.0,75,5967,13,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0.003629382481194737,0.7962278537831192,1.3484411808861838,Severe
2012-10-05 14:00:00,0,1,0,0,0,0,0,0,0,0,0,,281.78,0.0,0.0,90,6108,14,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0.03035996105913236,1.1839906096025117,1.4194820537947637,Severe
2012-10-05 15:00:00,0,1,0,0,0,0,0,0,0,0,0,,281.91,0.0,0.0,90,6128,15,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0.04028846167379987,1.1839906096025117,1.4295587733562645,Severe
2012-10-05 16:00:00,0,1,0,0,0,0,0,0,0,0,0,,281.73,0.0,0.0,90,6069,16,Friday,4,10,2012,False,Weekday,True,Peak,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0.026541306976572945,1.1839906096025117,1.3998324506498374,Severe
2012-10-05 17:00:00,0,1,0,0,0,0,0,0,0,0,0,,281.42,0.0,0.0,90,6169,17,Friday,4,10,2012,False,Weekday,True,Peak,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0.0028656516646828533,1.1839906096025117,1.4502160484573408,Severe
2012-10-05 18:00:00,0,1,0,0,0,0,0,0,0,0,0,,280.87,0.0,0.0,90,5384,18,Friday,4,10,2012,False,Weekday,True,Peak,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,-0.0391395432435098,1.1839906096025117,1.054704805668438,Severe
2012-10-05 19:00:00,0,1,0,0,0,0,0,0,0,0,0,,280.15,0.0,0.0,90,4063,19,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,-0.0941281620324175,1.1839906096025117,0.38913747863131637,High
2012-10-05 20:00:00,0,1,0,0,0,0,0,0,0,0,0,,279.78,0.0,0.0,90,3364,20,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,-0.12238620224338323,1.1839906096025117,0.03695612995686661,Medium
2012-10-05 21:00:00,0,1,0,0,0,0,0,0,0,0,0,,279.65,0.0,0.0,75,2971,21,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,-0.1323147028580464,0.7962278537831192,-0.1610514094266223,Medium
2012-10-05 22:00:00,0,1,0,0,0,0,0,0,0,0,0,,279.22,0.0,0.0,40,2450,22,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,-0.16515512796808343,-0.10855190979546338,-0.4235499540037157,Medium
2012-10-05 23:00:00,0,1,0,0,0,0,0,0,0,0,0,,279.06,0.0,0.0,40,1832,23,Friday,4,10,2012,False,Weekday,False,Off-peak,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,-0.17737482103228658,-0.10855190979546338,-0.7349205884540876,Medium
2012-10-06 00:00:00,0,1,0,0,0,0,0,0,0,0,0,,278.81,0.0,0.0,90,1231,0,Saturday,5,10,2012,True,Weekend,False,Off-peak,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,-0.19646809144510105,1.1839906096025117,-1.0377260112771838,Low
2012-10-06 01:00:00,0,1,0,0,0,0,0,0,0,0,0,,278.55,0.0,0.0,90,718,1,Saturday,5,10,2012,True,Weekend,False,Off-peak,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,-0.21632509267442737,1.1839906096025117,-1.296193868029677,Low
2012-10-06 02:00:00,0,1,0,0,0,0,0,0,0,0,0,,278.59,0.0,0.0,90,545,2,Saturday,5,10,2012,True,Weekend,False,Off-peak,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,-0.21327016940837984,1.1839906096025117,-1.383357492236658,Low
2012-10-06 04:00:00,0,1,0,0,0,0,0,0,0,0,0,,276.99,0.0,0.0,75,411,4,Saturday,5,10,2012,True,Weekend,False,Off-peak,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,-0.3354671000503897,0.7962278537831192,-1.450871513298713,Low
2012-10-06 05:00:00,0,1,0,0,0,0,0,0,0,0,0,,276.35,0.0,0.0,20,688,5,Saturday,5,10,2012,True,Weekend,False,Off-peak,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,-0.38434587230719364,-0.6255689175546535,-1.3113089473719282,Low
2012-10-06 06:00:00,1,0,0,0,0,0,0,0,0,0,0,,275.4,0.0,0.0,1,1352,6,Saturday,5,10,2012,True,Weekend,False,Off-peak,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,-0.45690029987589204,-1.116735074925884,-0.9767618579301046,Medium
2012-10-06 07:00:00,1,0,0,0,0,0,0,0,0,0,0,,275.17,0.0,0.0,1,2072,7,Saturday,5,10,2012,True,Weekend,True,Peak,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,-0.4744661086556784,-1.116735074925884,-0.6139999537160791,Medium
2012-10-06 08:00:00,1,0,0,0,0,0,0,0,0,0,0,,274.99,0.0,0.0,1,3342,8,Saturday,5,10,2012,True,Weekend,True,Peak,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,-0.4882132633529053,-1.116735074925884,0.025871738439215836,Medium
