holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,month,year,is_weekend,day_type,is_peak_hour,traffic_period,temp_c,is_congested,traffic_rolling_3h,traffic_rolling_24h
,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,2,Thursday,10,2012,False,Weekday,False,Off-peak,10.020000000000039,False,426.3333333333333,2857.7916666666665
,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,3,Thursday,10,2012,False,Weekday,False,Off-peak,8.890000000000043,False,349.3333333333333,2832.9583333333335
,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,4,Thursday,10,2012,False,Weekday,False,Off-peak,8.54000000000002,False,504.6666666666667,2846.6666666666665
,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,5,Thursday,10,2012,False,Weekday,False,Off-peak,8.170000000000016,False,1309.3333333333333,2946.875
,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,6,Thursday,10,2012,False,Weekday,False,Off-peak,7.590000000000032,True,3083.3333333333335,3172.5416666666665
,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,7,Thursday,10,2012,False,Weekday,True,Peak,7.420000000000016,True,5135.0,3448.5
,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,8,Thursday,10,2012,False,Weekday,True,Peak,8.710000000000036,True,6221.333333333333,3663.9583333333335
,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,9,Thursday,10,2012,False,Weekday,True,Peak,11.830000000000041,False,6094.666666666667,3771.9166666666665
,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,10,Thursday,10,2012,False,Weekday,False,Off-peak,16.03000000000003,False,5299.0,3727.3333333333335
,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,11,Thursday,10,2012,False,Weekday,False,Off-peak,18.400000000000034,False,4932.0,3659.5416666666665
,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104,12,Thursday,10,2012,False,Weekday,False,Off-peak,21.82000000000005,False,4863.666666666667,3644.25
,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178,13,Thursday,10,2012,False,Weekday,False,Off-peak,23.230000000000018,False,5055.333333333333,3647.625
,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501,14,Thursday,10,2012,False,Weekday,False,Off-peak,24.170000000000016,True,5261.0,3673.2083333333335
,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713,15,Thursday,10,2012,False,Weekday,False,Off-peak,25.02000000000004,True,5464.0,3688.875
,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292,16,Thursday,10,2012,False,Weekday,True,Peak,24.910000000000025,True,5835.333333333333,3713.875
,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057,17,Thursday,10,2012,False,Weekday,True,Peak,24.52000000000004,True,6020.666666666667,3710.5416666666665
,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907,18,Thursday,10,2012,False,Weekday,True,Peak,23.210000000000036,False,5752.0,3722.375
,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503,19,Thursday,10,2012,False,Weekday,False,Off-peak,20.700000000000045,False,4822.333333333333,3718.7083333333335
,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037,20,Thursday,10,2012,False,Weekday,False,Off-peak,19.28000000000003,False,3815.6666666666665,3724.5
,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822,21,Thursday,10,2012,False,Weekday,False,Off-peak,18.620000000000005,False,3120.6666666666665,3732.2083333333335
,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992,22,Thursday,10,2012,False,Weekday,False,Off-peak,18.210000000000036,False,2617.0,3741.1666666666665
,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166,23,Thursday,10,2012,False,Weekday,False,Off-peak,17.970000000000027,False,1993.3333333333333,3747.4583333333335
,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627,0,Friday,10,2012,False,Weekday,False,Off-peak,17.480000000000018,False,1261.6666666666667,3748.6666666666665
,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388,1,Friday,10,2012,False,Weekday,False,Off-peak,17.310000000000002,False,727.0,3749.4583333333335
,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368,3,Friday,10,2012,False,Weekday,False,Off-peak,16.110000000000014,False,461.0,3751.7916666666665
,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489,5,Friday,10,2012,False,Weekday,False,Off-peak,10.060000000000002,False,1081.6666666666667,3840.2083333333335
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537,6,Friday,10,2012,False,Weekday,False,Off-peak,9.090000000000032,True,2798.0,4036.125
,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628,7,Friday,10,2012,False,Weekday,True,Peak,8.54000000000002,True,4884.666666666667,4198.708333333333
,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534,8,Friday,10,2012,False,Weekday,True,Peak,7.420000000000016,True,5899.666666666667,4192.25
,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403,9,Friday,10,2012,False,Weekday,True,Peak,6.8700000000000045,False,5855.0,4126.125
,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770,10,Friday,10,2012,False,Weekday,False,Off-peak,6.960000000000036,False,5235.666666666667,4075.5
,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217,11,Friday,10,2012,False,Weekday,False,Off-peak,6.850000000000023,False,5130.0,4071.6666666666665
,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870,12,Friday,10,2012,False,Weekday,False,Off-peak,7.3799999999999955,True,5285.666666666667,4124.458333333333
,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967,13,Friday,10,2012,False,Weekday,False,Off-peak,8.28000000000003,True,5684.666666666667,4169.583333333333
,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108,14,Friday,10,2012,False,Weekday,False,Off-peak,8.629999999999995,True,5981.666666666667,4211.416666666667
,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128,15,Friday,10,2012,False,Weekday,False,Off-peak,8.760000000000048,True,6067.666666666667,4251.0
,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069,16,Friday,10,2012,False,Weekday,True,Peak,8.580000000000041,True,6101.666666666667,4274.666666666667
,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169,17,Friday,10,2012,False,Weekday,True,Peak,8.270000000000039,True,6122.0,4293.666666666667
,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384,18,Friday,10,2012,False,Weekday,True,Peak,7.720000000000027,False,5874.0,4255.833333333333
,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063,19,Friday,10,2012,False,Weekday,False,Off-peak,7.0,False,5205.333333333333,4172.75
,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364,20,Friday,10,2012,False,Weekday,False,Off-peak,6.6299999999999955,False,4270.333333333333,4108.458333333333
,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971,21,Friday,10,2012,False,Weekday,False,Off-peak,6.5,False,3466.0,4086.2916666666665
,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450,22,Friday,10,2012,False,Weekday,False,Off-peak,6.07000000000005,False,2928.3333333333335,4061.8333333333335
,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832,23,Friday,10,2012,False,Weekday,False,Off-peak,5.910000000000025,False,2417.6666666666665,4020.5833333333335
,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231,0,Saturday,10,2012,True,Weekend,False,Off-peak,5.660000000000025,False,1837.6666666666667,3988.875
,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,1,Saturday,10,2012,True,Weekend,False,Off-peak,5.400000000000034,False,1260.3333333333333,3970.2083333333335
,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,2,Saturday,10,2012,True,Weekend,False,Off-peak,5.439999999999998,False,831.3333333333334,3966.7916666666665
,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,4,Saturday,10,2012,True,Weekend,False,Off-peak,3.840000000000032,False,558.0,3967.75
,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688,5,Saturday,10,2012,True,Weekend,False,Off-peak,3.2000000000000455,False,548.0,3981.0833333333335
,275.4,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1352,6,Saturday,10,2012,True,Weekend,False,Off-peak,2.25,False,817.0,3933.7083333333335
,275.17,0.0,0.0,1,Clear,sky is clear,2012-10-06 07:00:00,2072,7,Saturday,10,2012,True,Weekend,True,Peak,2.0200000000000387,False,1370.6666666666667,3789.3333333333335
,274.99,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,3342,8,Saturday,10,2012,True,Weekend,True,Peak,1.8400000000000318,False,2255.3333333333335,3652.4166666666665
,275.09,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,4258,9,Saturday,10,2012,True,Weekend,True,Peak,1.9399999999999977,False,3224.0,3599.25
,276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,10,Saturday,10,2012,True,Weekend,False,Off-peak,3.730000000000018,False,4153.666666666667,3576.6666666666665
,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,11,Saturday,10,2012,True,Weekend,False,Off-peak,4.890000000000043,False,4770.0,3594.2083333333335
,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,12,Saturday,10,2012,True,Weekend,False,Off-peak,5.930000000000007,True,5240.333333333333,3613.0416666666665
,280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,13,Saturday,10,2012,True,Weekend,False,Off-peak,6.970000000000027,False,5311.333333333333,3579.875
,280.25,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,5025,14,Saturday,10,2012,True,Weekend,False,Off-peak,7.100000000000023,False,5256.0,3540.625
,280.0,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,5153,15,Saturday,10,2012,True,Weekend,False,Off-peak,6.850000000000023,False,5084.0,3500.8333333333335
,279.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,5024,16,Saturday,10,2012,True,Weekend,True,Peak,5.910000000000025,False,5067.333333333333,3454.8333333333335
,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,4779,17,Saturday,10,2012,True,Weekend,True,Peak,5.760000000000048,False,4985.333333333333,3401.0833333333335
,278.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,4362,18,Saturday,10,2012,True,Weekend,True,Peak,5.240000000000009,False,4721.666666666667,3325.7916666666665
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,3860,19,Saturday,10,2012,True,Weekend,False,Off-peak,5.010000000000048,False,4333.666666666667,3262.2916666666665
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,3160,20,Saturday,10,2012,True,Weekend,False,Off-peak,5.010000000000048,False,3794.0,3224.6666666666665
,277.93,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,2992,21,Saturday,10,2012,True,Weekend,False,Off-peak,4.78000000000003,False,3337.3333333333335,3209.1666666666665
,276.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,3202,22,Saturday,10,2012,True,Weekend,False,Off-peak,3.75,False,3118.0,3218.7916666666665
,276.34,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1941,23,Saturday,10,2012,True,Weekend,False,Off-peak,3.1899999999999977,False,2711.6666666666665,3197.5833333333335
,276.11,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,1233,0,Sunday,10,2012,True,Weekend,False,Off-peak,2.9600000000000364,False,2125.3333333333335,3172.625
,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,323,3,Sunday,10,2012,True,Weekend,False,Off-peak,2.580000000000041,False,1165.6666666666667,3134.7916666666665
,275.65,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,312,4,Sunday,10,2012,True,Weekend,False,Off-peak,2.5,False,622.6666666666666,3117.875
,275.51,0.0,0.0,75,Clouds,broken clouds,2012-10-07 05:00:00,627,5,Sunday,10,2012,True,Weekend,False,Off-peak,2.3600000000000136,False,420.6666666666667,3121.2916666666665
,275.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 06:00:00,1508,6,Sunday,10,2012,True,Weekend,False,Off-peak,1.900000000000034,False,815.6666666666666,3167.0
,274.77,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 07:00:00,1539,7,Sunday,10,2012,True,Weekend,True,Peak,1.6200000000000045,False,1224.6666666666667,3202.4583333333335
,274.77,0.0,0.0,75,Clouds,broken clouds,2012-10-07 08:00:00,2232,8,Sunday,10,2012,True,Weekend,True,Peak,1.6200000000000045,False,1759.6666666666667,3239.125
,275.55,0.0,0.0,75,Clouds,broken clouds,2012-10-07 09:00:00,4568,9,Sunday,10,2012,True,Weekend,True,Peak,2.400000000000034,False,2779.6666666666665,3343.125
,276.24,0.0,0.0,75,Clouds,broken clouds,2012-10-07 10:00:00,4624,10,Sunday,10,2012,True,Weekend,False,Off-peak,3.090000000000032,False,3808.0,3396.5416666666665
,277.01,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 11:00:00,4529,11,Sunday,10,2012,True,Weekend,False,Off-peak,3.8600000000000136,False,4573.666666666667,3407.8333333333335
,277.43,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 12:00:00,5139,12,Sunday,10,2012,True,Weekend,False,Off-peak,4.28000000000003,False,4764.0,3419.4166666666665
,278.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 13:00:00,6640,13,Sunday,10,2012,True,Weekend,False,Off-peak,5.300000000000011,True,5436.0,3479.7916666666665
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 14:00:00,6589,14,Sunday,10,2012,True,Weekend,False,Off-peak,6.1200000000000045,True,6122.666666666667,3518.125
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 15:00:00,4429,15,Sunday,10,2012,True,Weekend,False,Off-peak,6.1200000000000045,False,5886.0,3491.25
,279.44,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 16:00:00,4329,16,Sunday,10,2012,True,Weekend,True,Peak,6.2900000000000205,False,5115.666666666667,3462.25
,279.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 17:00:00,3833,17,Sunday,10,2012,True,Weekend,True,Peak,6.170000000000016,False,4197.0,3407.25
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 18:00:00,4015,18,Sunday,10,2012,True,Weekend,True,Peak,6.1200000000000045,False,4059.0,3365.2083333333335
,278.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 19:00:00,3382,19,Sunday,10,2012,True,Weekend,False,Off-peak,4.960000000000036,False,3743.3333333333335,3307.0
,276.79,0.0,0.0,75,Clouds,broken clouds,2012-10-07 20:00:00,2815,20,Sunday,10,2012,True,Weekend,False,Off-peak,3.640000000000043,False,3404.0,3242.5416666666665
,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 21:00:00,2110,21,Sunday,10,2012,True,Weekend,False,Off-peak,2.580000000000041,False,2769.0,3169.625
,274.88,0.0,0.0,75,Clouds,broken clouds,2012-10-07 22:00:00,1555,22,Sunday,10,2012,True,Weekend,False,Off-peak,1.7300000000000182,False,2160.0,3102.75
,273.92,0.0,0.0,20,Clouds,few clouds,2012-10-07 23:00:00,959,23,Sunday,10,2012,True,Weekend,False,Off-peak,0.7700000000000387,False,1541.3333333333333,3018.0416666666665
Columbus Day,273.08,0.0,0.0,20,Clouds,few clouds,2012-10-08 00:00:00,455,0,Monday,10,2012,False,Weekday,False,Off-peak,-0.06999999999999318,False,989.6666666666666,2903.5833333333335
,272.62,0.0,0.0,20,Clouds,few clouds,2012-10-08 01:00:00,336,1,Monday,10,2012,False,Weekday,False,Off-peak,-0.5299999999999727,False,583.3333333333334,2836.7083333333335
,271.78,0.0,0.0,1,Clear,sky is clear,2012-10-08 02:00:00,265,2,Monday,10,2012,False,Weekday,False,Off-peak,-1.3700000000000045,False,352.0,2796.375
,271.05,0.0,0.0,1,Clear,sky is clear,2012-10-08 03:00:00,314,3,Monday,10,2012,False,Weekday,False,Off-peak,-2.099999999999966,False,305.0,2796.0
,270.63,0.0,0.0,1,Clear,sky is clear,2012-10-08 04:00:00,779,4,Monday,10,2012,False,Weekday,False,Off-peak,-2.519999999999982,False,452.6666666666667,2815.4583333333335
,270.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 05:00:00,2571,5,Monday,10,2012,False,Weekday,False,Off-peak,-2.819999999999993,False,1221.3333333333333,2896.4583333333335
,269.61,0.0,0.0,20,Clouds,few clouds,2012-10-08 06:00:00,5563,6,Monday,10,2012,False,Weekday,False,Off-peak,-3.5399999999999636,True,2971.0,3065.4166666666665
,270.01,0.0,0.0,20,Clouds,few clouds,2012-10-08 07:00:00,6676,7,Monday,10,2012,False,Weekday,True,Peak,-3.1399999999999864,True,4936.666666666667,3279.4583333333335
,271.23,0.0,0.0,20,Clouds,few clouds,2012-10-08 08:00:00,5966,8,Monday,10,2012,False,Weekday,True,Peak,-1.919999999999959,True,6068.333333333333,3435.0416666666665
,273.71,0.0,0.0,20,Clouds,few clouds,2012-10-08 09:00:00,4832,9,Monday,10,2012,False,Weekday,True,Peak,0.5600000000000023,False,5824.666666666667,3446.0416666666665
,276.77,0.0,0.0,20,Clouds,few clouds,2012-10-08 10:00:00,4395,10,Monday,10,2012,False,Weekday,False,Off-peak,3.6200000000000045,False,5064.333333333333,3436.5
,279.47,0.0,0.0,20,Clouds,few clouds,2012-10-08 11:00:00,4411,11,Monday,10,2012,False,Weekday,False,Off-peak,6.32000000000005,False,4546.0,3431.5833333333335
,279.84,0.0,0.0,1,Clear,sky is clear,2012-10-08 12:00:00,4648,12,Monday,10,2012,False,Weekday,False,Off-peak,6.689999999999998,False,4484.666666666667,3411.125
,282.34,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 13:00:00,4602,13,Monday,10,2012,False,Weekday,False,Off-peak,9.189999999999998,False,4553.666666666667,3326.2083333333335
,282.94,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 14:00:00,5125,14,Monday,10,2012,False,Weekday,False,Off-peak,9.79000000000002,False,4791.666666666667,3265.2083333333335
,283.48,0.0,0.0,1,Clear,sky is clear,2012-10-08 15:00:00,5502,15,Monday,10,2012,False,Weekday,False,Off-peak,10.330000000000041,True,5076.333333333333,3309.9166666666665
,284.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 16:00:00,5979,16,Monday,10,2012,False,Weekday,True,Peak,11.180000000000007,True,5535.333333333333,3378.6666666666665
,284.48,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 17:00:00,5663,17,Monday,10,2012,False,Weekday,True,Peak,11.330000000000041,True,5714.666666666667,3454.9166666666665
,284.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 18:00:00,4259,18,Monday,10,2012,False,Weekday,True,Peak,11.080000000000041,False,5300.333333333333,3465.0833333333335
,281.99,0.0,0.0,20,Clouds,few clouds,2012-10-08 19:00:00,3069,19,Monday,10,2012,False,Weekday,False,Off-peak,8.840000000000032,False,4330.333333333333,3452.0416666666665
,279.81,0.0,0.0,1,Clear,sky is clear,2012-10-08 20:00:00,2378,20,Monday,10,2012,False,Weekday,False,Off-peak,6.660000000000025,False,3235.3333333333335,3433.8333333333335
,279.35,0.0,0.0,1,Clear,sky is clear,2012-10-08 21:00:00,2030,21,Monday,10,2012,False,Weekday,False,Off-peak,6.2000000000000455,False,2492.3333333333335,3430.5
